bilayer.methylene2_1_INT  [     1.252,      1.329,      1.438] (-   0.07725, +    0.1089)
bilayer.methylene2_2_AVG  [     5.922,      5.984,      6.042] (-   0.06229, +   0.05851)
bilayer.methylene2_2_COM  [     48.32,      48.66,      48.93] (-    0.3352, +    0.2683)
bilayer.methylene2_2_INT  [      9.22,      9.441,       9.59] (-    0.2213, +    0.1496)
bilayer.normarea_AVG  [     62.57,      63.43,      64.55] (-    0.8631, +     1.112)
bilayer.normarea_COM  [      49.5,       49.5,       49.5] (- 1.421e-14, + 1.421e-14)
bilayer.normarea_INT  [       100,        100,        100] (- 1.563e-13, + 1.421e-13)
fAreaPerLipid2  [     62.57,      63.43,      64.55] (-    0.8631, +     1.112)
fTotalLipid1Length  [     12.12,      12.33,       12.5] (-    0.2123, +    0.1701)
fTotalLipid2Length  [     12.12,      12.33,       12.5] (-    0.2123, +    0.1701)
