Chisq bulksld hg1_thickness l_cg l_choline l_lipid l_phosphate methyl_sigma methyl_sigma2 nf_methyl2 rel_pos sigma v_cg v_choline v_phosphate va1 vm1 
-1221.4529555928316 9.366648114400608e-06 9.983442392312693 5.219239886978585 5.42893973510006 12.244878603013833 1.8197654582878517 2.284233138629545 2.8007147512312165 0.10809128514121692 0.5189154024945885 1.9180487142461742 137.62232786368583 125.36326683253621 79.83319472918052 977.4740019945486 101.10180372445639 
-968.4250964088683 9.368513202463659e-06 11.224873152008447 5.200134626956436 6.2827465017998945 12.001932330988717 2.8884605884871197 2.4987444706770954 8.786588933285385 0.1900393061669696 0.48796090220647437 1.7326647174067622 139.54157377615667 130.35098944296496 70.92693854548733 978.2500113155305 109.36750498480103 
-2195.620203847666 9.365083964902186e-06 7.337829941376176 5.662100378235564 4.178453351133865 12.346848245414384 3.439665935067834 1.928505180909238 2.2308921090481753 0.11275226632883753 0.6724342540872889 2.260777753238996 148.0350286617309 118.77198370622325 75.18296379781377 979.623120235128 99.98637388551417 
-1964.9750328317098 9.36528563739336e-06 8.605166561534606 6.584825514531812 6.503747404289648 12.288216699239957 1.6625608740582696 1.4271890653442811 2.044190308617138 0.10926619830664383 0.5499500836192531 2.425211348425537 152.56580170316974 132.57496586416175 54.455806780401566 981.3070600350464 98.18821639421992 
-2195.620203847666 9.365083964902186e-06 7.337829941376176 5.662100378235564 4.178453351133865 12.346848245414384 3.439665935067834 1.928505180909238 2.2308921090481753 0.11275226632883753 0.6724342540872889 2.260777753238996 148.0350286617309 118.77198370622325 75.18296379781377 979.623120235128 99.98637388551417 
-1033.3688801598596 9.367828716309487e-06 11.293256904256147 5.952660303411746 6.969137147253792 11.908381680249708 3.663727894376404 2.517122098118766 2.845735281826104 0.128083590159028 0.4894552245660847 1.755294985239092 143.11786705849664 129.04756238975108 69.06825540640932 978.6689372074597 103.07033087518992 
-1118.3568516531018 9.367601706377259e-06 10.770585815370284 5.782682891454833 5.126994366303612 12.141428280451832 2.243856363237232 2.112740979228202 2.944559996965301 0.2734573159507614 0.49194635785576357 1.8763689197310487 133.77848950118673 131.6402762513831 75.45354488798804 979.0257175965195 100.91166790729966 
-1439.7124679051071 9.36994089043627e-06 10.122121407141947 2.3848767671471096 6.199616425673193 12.651389579747205 0.418169534378391 1.8706216919573235 2.7266607106609797 0.29438201327932584 0.44551985230596686 2.1578708730310696 160.48708150910656 130.24227075148946 51.114658500032164 976.0295048194056 99.31185846828153 
-2062.3218631324844 9.365557123144208e-06 7.84328249138361 4.15507856193193 4.844594762686314 12.407111441612141 2.7087407636891823 1.5245561541616086 3.6203534322670383 0.18348271408625205 0.6120715001296284 2.337089928998549 161.7741555780344 131.4553136912863 48.55040872163777 979.5362731160955 100.0259076864708 
-968.4250964088683 9.368513202463659e-06 11.224873152008447 5.200134626956436 6.2827465017998945 12.001932330988717 2.8884605884871197 2.4987444706770954 8.786588933285385 0.1900393061669696 0.48796090220647437 1.7326647174067622 139.54157377615667 130.35098944296496 70.92693854548733 978.2500113155305 109.36750498480103 
-1113.2693639059737 9.37000186728625e-06 10.68512753067585 3.507576106765831 2.616819233964527 12.346347023320034 0.9629001994609783 2.130636937891405 5.249588069578554 0.19625147632552536 0.482419813677597 1.890815273762244 149.20490350478178 139.56554581742722 53.71929503278624 976.5383545163749 103.64524143090134 
-1574.5619221372456 9.370443289244056e-06 10.86364880143268 5.2831481057804535 4.88836516489072 12.253411697720836 1.3016080183290468 1.6302145378283657 2.778632538494975 0.25766395975559325 0.46653771397985216 2.179399288812574 143.69895680563116 137.078276104525 57.89422336711714 979.605035291242 99.57709635752957 
-1016.7003070562278 9.36771305752587e-06 10.573024577291658 3.109588826264601 7.271221735964035 12.13617912963657 2.681236936292965 2.4922004210893 8.394348778777232 0.13803441490685486 0.4852912796792896 1.7701215703460595 160.98624241571775 123.32204970640063 58.32445570493958 977.2063485341467 106.55289455960637 
-1812.4280716164958 9.367975760551221e-06 9.659946718812522 6.029657451433761 5.0196323426309455 11.819315534092231 2.427006767975158 1.6842684566460155 5.47954863372114 0.10010521145516561 0.519757591516453 2.202961110826622 166.0410396665577 119.89683412409761 52.074420245654615 982.0059109999748 100.85895271961775 
-2419.0048558229064 9.366519331205157e-06 7.241508763857096 5.010053214783445 4.942085041332065 12.955426624488974 5.71610692371797 1.7466521886265982 3.5891640155561584 0.25060320893029897 0.49267554107579803 2.2469553556230903 163.69752711479236 120.75561516578136 61.430565646764705 974.1633253982292 100.8162858450717 
-1349.7022823424873 9.36675110054081e-06 10.155858388231483 4.568966370604832 5.488899412965939 12.220431054686523 1.8769298827103524 2.040759698679134 2.5759646025142144 0.29796873416911107 0.4970459728117294 2.022827336004195 150.68278690414493 127.47534929593158 63.44861156232368 978.2878295045173 100.78963962701108 
-836.261702568786 9.367937065232596e-06 10.554509375870317 5.171364742609021 2.069335421610618 11.913491671020553 2.8220108956116476 2.508082806676359 2.959391266084691 0.24655647740926248 0.5367129296975376 1.5776892067307433 146.05740584848928 136.30886977206046 60.14679822828878 977.1658281025015 102.60696813892496 
-1925.6547349137525 9.367366857043692e-06 8.323822263729495 5.427878595400464 5.743584105992995 12.443134185374475 2.4436995436921194 1.343354534432811 3.064742451491707 0.2935887715594817 0.5279015300089757 2.3959589195337134 160.53630586307682 117.75241118017993 62.98205976155934 978.4313322813409 100.54400194260855 
-982.6787328038968 9.3685818864988e-06 11.431700941362156 5.126557749911967 7.290830582343502 11.889562178234321 3.3667931430632603 2.3546485222666207 3.6684529883466475 0.2671130962621461 0.48561098385235296 1.64621153863679 150.9482155330639 123.74525434280088 66.65768514097226 978.2767259839892 103.6697854603271 
-1104.0197563706297 9.366221890932584e-06 9.857009392164466 5.477230516852802 3.2046106674510084 12.043425672313155 1.990257071423183 2.4170764197859276 5.506911357937805 0.2382146016164135 0.5378044985427468 1.7267063758654426 137.39985342850332 130.31482524078933 76.53105874307127 976.6652952369493 107.30895731003226 
-1128.1622813271927 9.367606821766686e-06 11.480965281350068 6.7970994796446895 6.501459671068504 12.00366114155462 3.095792177997585 2.227416584167138 2.8476413692038234 0.2760312651431086 0.45626561714790076 1.8711984495770386 132.927205113353 131.9574031642395 75.61075991348653 979.1629767773919 101.89150084149976 
-1340.575248108413 9.365802026502695e-06 10.460665222854418 6.777562111944221 4.286566251669427 11.823046730634191 3.2122439455352185 2.2669369338393763 3.454700491630998 0.19127355467761512 0.49815108992211476 1.8475689275528917 146.1419383160797 129.895825829896 65.76220860638459 979.3232717444916 103.12957423132687 
-1119.9617490020328 9.369391182926722e-06 11.807039748000493 6.127756363851517 6.532572530720194 11.90825011938486 3.361753227635465 2.531551509772738 2.1509432076752746 0.1213351419429302 0.47099196741607197 1.7444555756738054 138.37199634025782 132.07093778627763 69.942284397876 978.5184854669645 102.13713268432424 
-1340.575248108413 9.365802026502695e-06 10.460665222854418 6.777562111944221 4.286566251669427 11.823046730634191 3.2122439455352185 2.2669369338393763 3.454700491630998 0.19127355467761512 0.49815108992211476 1.8475689275528917 146.1419383160797 129.895825829896 65.76220860638459 979.3232717444916 103.12957423132687 
-1979.4731271704682 9.366294635138066e-06 8.013358519505806 5.255143768481063 4.299228514236006 12.39477604788244 2.288028709492135 1.5805192937768175 2.5638310563688655 0.20109659244696637 0.5958230841683164 2.305949556422311 146.54752598098523 123.14671299892672 70.89189962082973 980.0801125672522 99.08269951146085 
-1430.7666987738985 9.368534647425772e-06 10.353399844859535 5.725821731580901 2.8241249457595448 11.905265277886588 1.1073658101685127 2.2935622106152964 2.235493701021059 0.10294246698631881 0.519278150082233 1.930889680782285 144.01711797375816 132.23885307566994 62.08206969781331 981.2555751985561 101.75084700352882 
-1344.4406651980128 9.368184608777134e-06 10.682071169232833 5.676250593265853 5.870010103313866 12.143211223543242 1.5687953354188473 2.052028834904528 2.263447421613225 0.2535719528794919 0.48098179758407905 2.06575485726286 140.6140057268069 129.07320975125376 69.90540231195179 979.7218782540543 100.10875681321606 
-1074.995470524482 9.36784758024809e-06 10.70869604549609 4.031145153924653 7.359220400514987 11.895256751652775 2.6920656186419203 2.424293495672174 2.3118431798657997 0.23136668445628833 0.5074593096652185 1.7324320643638031 161.87122677670837 114.3536847011266 64.32027795346752 979.2365640303325 100.81385712454328 
-1137.1162665284028 9.368282992474171e-06 10.79692096008301 4.359109681812141 4.840645464063033 12.130665769452095 1.2960604151229569 2.117695547951759 2.541377144180678 0.2956194583666574 0.49185715333412605 1.914885420366252 149.13286262216445 132.98005126033706 58.36071037706482 979.4673560987497 100.33691926040272 
-1028.6361692480018 9.367448822567448e-06 10.872285174687859 3.938210606018729 6.610420382436682 12.092065525356029 2.1050045978177447 2.4233951186740184 2.5302768920678367 0.26998638381121387 0.48313846429027024 1.8038857870437066 155.69489435978727 124.00703098232142 61.56059822313803 978.3275263649814 100.92150878951963 
