p2sigma m2sigma msigma psigma zaxis mean 
0.0 0.0 0.0 0.0 238.5 0.0 
0.0 0.0 0.0 0.0 239.0 0.0 
0.0 0.0 0.0 0.0 239.5 0.0 
0.0 0.0 0.0 0.0 240.0 0.0 
0.0 0.0 0.0 0.0 240.5 0.0 
0.0 0.0 0.0 0.0 241.0 0.0 
0.0 0.0 0.0 0.0 241.5 0.0 
0.0 0.0 0.0 0.0 242.0 0.0 
0.0 0.0 0.0 0.0 242.5 0.0 
0.0 0.0 0.0 0.0 243.0 0.0 
0.0 0.0 0.0 0.0 243.5 0.0 
0.0 0.0 0.0 0.0 244.0 0.0 
0.0 0.0 0.0 0.0 244.5 0.0 
0.0 0.0 0.0 0.0 245.0 0.0 
0.0 0.0 0.0 0.0 245.5 0.0 
0.0 0.0 0.0 0.0 246.0 0.0 
0.0 0.0 0.0 0.0 246.5 0.0 
0.0 0.0 0.0 0.0 247.0 0.0 
0.0 0.0 0.0 0.0 247.5 0.0 
0.0 0.0 0.0 0.0 248.0 0.0 
0.0 0.0 0.0 0.0 248.5 0.0 
0.0 0.0 0.0 0.0 249.0 0.0 
0.0 0.0 0.0 0.0 249.5 0.0 
