# KRas_zaxis KRas_area KRas_msigma_area KRas_psigma_area
1.450000000000000000e+02 3.153162450487491775e+00 9.212455859745117825e-01 9.775766303625928799e+00
1.455000000000000000e+02 3.310634194595069246e+00 9.603624313520898736e-01 9.645850862094711431e+00
1.460000000000000000e+02 3.618253729981566913e+00 9.828049605523143661e-01 9.557169585675209689e+00
1.465000000000000000e+02 4.098756037404404751e+00 1.022904853703220152e+00 9.514315613507607239e+00
1.470000000000000000e+02 4.529851049354965298e+00 1.300628198616053499e+00 9.731274107496011183e+00
1.475000000000000000e+02 4.766399164786568221e+00 1.737159245177342770e+00 1.009507947697082386e+01
1.480000000000000000e+02 4.999127401086461475e+00 1.952819450996059913e+00 1.034658105851325516e+01
1.485000000000000000e+02 5.120290194097276704e+00 1.921087425651882175e+00 1.041797662293435245e+01
1.490000000000000000e+02 5.473941010664490570e+00 1.848713856069377215e+00 1.042567182744016741e+01
1.495000000000000000e+02 5.879784437859280288e+00 1.833840011435083905e+00 1.037030609560253680e+01
