216
0.8034 0.4475 0.2071 0.2509 0.3561 0.7124 0.9608 0.9123 0.1215 0.0308 0.0538 0.7747 0.2966 0.0475 0.8401 0.221 0.3449 0.3427 0.9461 0.2569 0.7524 0.1501 0.2948 0.928 0.0536 0.5635 0.3044 0.941 0.9318 0.5089 0.5821 0.7532 0.6575 0.7993 0.7429 0.2048 0.748 0.6196 0.8767 0.597 
0.6798 0.1184 0.2643 0.1722 0.1531 0.5064 0.7127 0.4391 0.6043 0.0687 0.2118 0.0062 0.5774 0.8108 0.2358 0.8475 0.5195 0.0584 0.3561 0.3929 0.9939 0.1037 0.5406 0.0201 0.3312 0.1706 0.6597 0.5388 0.2389 0.3631 0.5776 0.3408 0.9651 0.2319 0.2451 0.2797 0.795 0.5912 0.0089 0.18 
0.0768 0.6422 0.2074 0.2569 0.9507 0.5098 0.8378 0.3901 0.5006 0.2032 0.9893 0.06 0.15 0.0308 0.2396 0.8068 0.5531 0.5424 0.0502 0.6936 0.0646 0.7314 0.1763 0.1882 0.895 0.5627 0.2623 0.0137 0.7781 0.9038 0.6384 0.6599 0.6388 0.5249 0.512 0.8053 0.5471 0.0604 0.3339 0.2367 
0.281 0.0306 0.2475 0.3181 0.9562 0.4866 0.8389 0.0741 0.4665 0.6108 0.4853 0.6457 0.1705 0.8109 0.2402 0.6679 0.257 0.1034 0.2597 0.2639 0.082 0.1321 0.7513 0.7801 0.1312 0.1639 0.577 0.838 0.9514 0.005 0.005 0.5374 0.1397 0.6443 0.8348 0.4086 0.4955 0.6916 0.123 0.8947 
0.5224 0.8033 0.2663 0.3965 0.321 0.5904 0.4125 0.0587 0.256 0.3608 0.4813 0.3774 0.0708 0.8038 0.8897 0.3227 0.509 0.5877 0.242 0.1633 0.3617 0.3494 0.2043 0.1372 0.0543 0.5873 0.1428 0.5421 0.9116 0.151 0.0592 0.6566 0.9639 0.7763 0.6175 0.8025 0.439 0.6145 0.7138 0.7614 
0.0776 0.3482 0.2059 0.2569 0.3861 0.009 0.7178 0.3309 0.574 0 0.9808 0.09 0.6174 0.8168 0.2396 0.596 0.5595 0.1424 0.0581 0.3934 0.5529 0.1391 0.2563 0.0401 0.6312 0.1856 0.01 0.8982 0.9923 0.0606 0.007 0.9634 0.1398 0.6468 0.9148 0.8086 0.0902 0.6575 0.7233 0.4814 
0.0778 0.6427 0.2074 0.2549 0.2557 0.5094 0.1378 0.4501 0.5049 0.2032 0.9858 0.03 0.1774 0.1108 0.2396 0.505 0.5595 0.5484 0.0162 0.6973 0.0829 0.1291 0.7513 0.7201 0.0316 0.1639 0.528 0.838 0.5411 0.3163 0.0312 0.1806 0.5292 0.1493 0.514 0.8608 0.4143 0.8628 0.8636 0.6723 
0.0558 0.044 0.0026 0.2464 0.8731 0.5099 0.8077 0.3253 0.684 0.8095 0.9112 0.4013 0.1672 0.8481 0.2755 0.0519 0.6681 0.3817 0.7556 0.5339 0.4629 0.5894 0.5243 0.1203 0.5473 0.2696 0.1901 0.0532 0.2614 0.505 0.0106 0.9634 0.1348 0.9443 0.8178 0.8086 0.4669 0.0932 0.193 0.8945 
0.8562 0.3453 0.2476 0.1506 0.3526 0.9901 0.1875 0.5411 0.2945 0.8018 0.43 0.116 0.8764 0.4198 0.1433 0.8641 0.7625 0.1207 0.0457 0.254 0.0829 0.7618 0.2649 0.8261 0.7414 0.5105 0.0473 0.0137 0.6761 0.4098 0.1384 0.6699 0.2358 0.1249 0.512 0.8073 0.6441 0.6624 0.3539 0.2665 
0.216 0.0386 0.2975 0.3881 0.4566 0.4865 0.3349 0.6781 0.9665 0.6107 0.4853 0.6457 0.1705 0.8139 0.2492 0.6978 0.262 0.5934 0.8517 0.2139 0.0643 0.7341 0.1763 0.1662 0.895 0.563 0.789 0.8206 0.8897 0.5238 0.2016 0.7334 0.1332 0.6178 0.6711 0.5795 0.754 0.1155 0.2785 0.5841 
0.9832 0.2129 0.9803 0.5678 0.5931 0.186 0.7378 0.9041 0.513 0.0487 0.9309 0.0016 0.6767 0.0199 0.2338 0.8939 0.5595 0.5404 0.0526 0.3983 0.8521 0.1698 0.3636 0.7281 0.7125 0.5638 0.4349 0.3484 0.4957 0.3031 0.0096 0.1626 0.6111 0.6511 0.8091 0.0075 0.2354 0.5926 0.5516 0.7001 
0.9573 0.3436 0.5017 0.404 0.7337 0.5301 0.7198 0.2081 0.6414 0.007 0.4823 0.7707 0.471 0.0132 0.2492 0.391 0.124 0.7632 0.5574 0.9639 0.0679 0.7394 0.9267 0.4082 0.7661 0.1067 0.0421 0.1157 0.6795 0.8103 0.4828 0.3042 0.2379 0.5983 0.1979 0.5802 0.71 0.0685 0.3171 0.124 
0.1216 0.691 0.7434 0.2468 0.3461 0.5097 0.2377 0.356 0.6644 0.0095 0.9112 0.907 0.1671 0.8168 0.6335 0.3969 0.7695 0.5323 0.6526 0.3933 0.0425 0.1697 0.2433 0.3143 0.0316 0.1635 0.039 0.838 0.9911 0.6009 0 0.063 0.689 0.6449 0.6148 0.8388 0.7443 0.6193 0.0239 0.5815 
0.2708 0.0495 0.1674 0.2562 0.4561 0.5261 0.9189 0.4501 0.172 0.0763 0.7102 0.0106 0.1294 0.8628 0.2707 0.707 0.7594 0.2418 0.007 0.0996 0.1065 0.2715 0.7592 0.0202 0.851 0.1439 0.479 0.1374 0.1463 0.8009 0.4705 0.9661 0.1348 0.6413 0.8918 0.8081 0.4265 0.6895 0.7258 0.3614 
0.6268 0.0336 0.3419 0.6573 0.1361 0.4941 0.7002 0.4981 0.0953 0.6808 0.4319 0.0066 0.2864 0.462 0.1863 0.7551 0.3345 0.6507 0.0609 0.3972 0.1011 0.4464 0.5573 0.3674 0.7125 0.1488 0.8724 0.7995 0.1679 0.2802 0.0902 0.5944 0.9436 0.8216 0.8811 0.8001 0.6164 0.0417 0.7229 0.0651 
0.0877 0.1343 0.6406 0.2156 0.832 0.5847 0.1083 0.0963 0.7874 0.9726 0.8886 0.4137 0.2724 0.3622 0.2174 0.7568 0.3957 0.3873 0.1311 0.155 0.2523 0.3691 0.5504 0.8251 0.0498 0.6618 0.025 0.8281 0.2091 0.5086 0.7685 0.9237 0.9492 0.6686 0.9425 0.6797 0.7989 0.1495 0.1759 0.186 
0.1235 0.4923 0.2803 0.8966 0.3783 0.1198 0.7478 0.3391 0.5038 0.953 0.9812 0.42 0.6986 0.4103 0.8261 0.076 0.5559 0.3247 0.7549 0.3438 0.3819 0.1594 0.1243 0.1258 0.5593 0.297 0.1501 0.553 0.0495 0.3153 0.0502 0.5546 0.2275 0.1428 0.514 0.8227 0.5443 0.8568 0.8639 0.1751 
0.0778 0.6482 0.0079 0.8561 0.3561 0.0194 0.5374 0.1901 0.5092 0.5005 0.9018 0.0006 0.1574 0.8462 0.2407 0.451 0.7325 0.0401 0.0717 0.0513 0.0428 0.1564 0.5417 0.8847 0.3852 0.0693 0.4303 0.0294 0.5825 0.496 0.0395 0.607 0.5392 0.1411 0.3349 0.3246 0.1945 0.5974 0.8777 0.8945 
0.8526 0.4414 0.507 0.1569 0.3466 0.5932 0.2609 0.5782 0.0142 0.8508 0.6814 0.2094 0.2784 0.8728 0.183 0.2971 0.4546 0.3463 0.0702 0.6276 0.0511 0.0456 0.1721 0.4698 0.0742 0.6158 0.8754 0.9396 0.5706 0.6832 0.3932 0.2072 0.2473 0.0403 0.0117 0.8275 0.2447 0.6652 0.6637 0.5841 
0.8562 0.3433 0.2476 0.1506 0.3506 0.1901 0.4979 0.3631 0.1343 0.8488 0.43 0.116 0.8764 0.4198 0.1863 0.8841 0.7645 0.1207 0.0453 0.254 0.1859 0.0613 0.0249 0.8261 0.7414 0.5607 0.052 0.828 0.8897 0.5207 0.7009 0.7734 0.1392 0.6178 0.6111 0.5755 0.754 0.1185 0.278 0.301 
0.1278 0.1752 0.1479 0.1391 0.3401 0.5399 0.0681 0.7801 0.6617 0.3332 0.7239 0.8353 0.5582 0.2801 0.1129 0.2564 0.7092 0.6407 0.64 0.3544 0.0198 0.4881 0.5508 0.04 0.041 0.7697 0.8593 0.8167 0.4383 0.7861 0.4658 0.154 0.1878 0.4913 0.2099 0.7198 0.3996 0.5844 0.601 0.5116 
0.3758 0.9211 0.396 0.7247 0.3292 0.9673 0.7498 0.2605 0.049 0.394 0.9819 0.4704 0.2741 0.8178 0.8303 0.407 0.6515 0.0432 0.2601 0.3639 0.0305 0.0393 0.1613 0.3694 0.5498 0.9134 0.5129 0.8894 0.0599 0.5236 0.0077 0.0034 0.6192 0.6593 0.1454 0.5966 0.799 0.0655 0.8783 0.044 
0.8504 0.4234 0.2176 0.7732 0.6566 0.4112 0.1273 0.9791 0.0651 0.8608 0.8828 0.0062 0.3767 0.4123 0.1663 0.888 0.7544 0.3407 0.2037 0.4509 0.0527 0.1354 0.2506 0.0261 0.7115 0.5638 0.4349 0.2477 0.8757 0.3431 0.0096 0.1694 0.6111 0.6583 0.1453 0.5802 0.61 0.0695 0.6168 0.193 
0.9032 0.5724 0.6803 0.8833 0.3961 0.509 0.7328 0.2041 0.513 0.0457 0.9309 0.0016 0.6764 0.0108 0.2398 0.8989 0.5595 0.5409 0.4521 0.3983 0.8099 0.0501 0.2548 0.4265 0.5258 0.7608 0.524 0.828 0.8891 0.6236 0.0036 0.3496 0.8632 0.3389 0.6451 0.3548 0.7983 0.3702 0.0709 0.5987 
0.0778 0.6626 0.5074 0.4569 0.2557 0.2594 0.1778 0.3301 0.5042 0.2032 0.9838 0 0.1774 0.1108 0.2396 0.859 0.5595 0.7524 0.0592 0.6633 0.4829 0.1391 0.7513 0.0261 0.0312 0.2639 0.636 0.838 0.5915 0.005 0 0.9634 0.1398 0.6443 0.8116 0.8006 0.4765 0.6932 0.171 0.8945 
0.0233 0.8836 0.2266 0.3445 0.3277 0.5904 0.4195 0.3801 0.246 0.3608 0.4813 0.3074 0.0704 0.8238 0.8877 0.3229 0.5091 0.5847 0.4424 0.1633 0.3619 0.3494 0.2443 0.1312 0.0503 0.5872 0.1728 0.5461 0.9116 0.131 0.0502 0.6566 0.9632 0.7763 0.6145 0.8625 0.439 0.6145 0.1168 0.7314 
0.0224 0.8026 0.2662 0.3842 0.3287 0.5902 0.4195 0.0098 0.246 0.3708 0.481 0.3774 0.0769 0.8238 0.8897 0.3224 0.529 0.5647 0.4426 0.3613 0.7619 0.3434 0.2243 0.1472 0.5543 0.587 0.1426 0.5461 0.9116 0.131 0.9562 0.6566 0.9431 0.4216 0.8411 0.8021 0.6163 0.041 0.7129 0.0651 
0.0877 0.1548 0.2302 0.2156 0.832 0.5441 0.1583 0.0942 0.7474 0.9906 0.8886 0.4167 0.2712 0.3422 0.2177 0.7068 0.3957 0.3873 0.0709 0.397 0.1011 0.446 0.5973 0.3678 0.7122 0.1488 0.8724 0.9995 0.2749 0.3642 0.0902 0.5931 0.6679 0.7763 0.6145 0.8625 0.439 0.6945 0.7038 0.7614 
0.3518 0.7412 0.7026 0.0464 0.3761 0.5029 0.2077 0.3243 0.6246 0.8095 0.9112 0.4013 0.1671 0.8468 0.2797 0.97 0.3921 0.3517 0.7756 0.3128 0.4729 0.6894 0.5243 0.1209 0.5513 0.269 0.1001 0.7572 0.5461 0.3163 0.8312 0.1806 0.5492 0.1498 0.5773 0.8608 0.1143 0.8688 0.1636 0.6421 
0.0272 0.4761 0.3978 0.401 0.7364 0.5847 0.5118 0.6049 0.604 0.1845 0.3827 0.4251 0.422 0.8015 0.5995 0.1261 0.0373 0.4744 0.0302 0.042 0.3916 0.8187 0.5917 0.1283 0.067 0.1138 0.8668 0.1696 0.6698 0.2841 0.3935 0.2662 0.1471 0.0413 0.0117 0.9478 0.4463 0.1645 0.9636 0.722 
0.0272 0.5761 0.3978 0.378 0.7964 0.3847 0.7114 0.6044 0.604 0.1595 0.9818 0.3 0.1773 0.8868 0.5397 0.2268 0.7399 0.5491 0.0589 0.3819 0.0657 0.7194 0.6735 0.1802 0.9321 0.2633 0.7594 0.481 0.9262 0.1688 0.0492 0.6542 0.6357 0.9534 0.1581 0.1219 0.7865 0.6955 0.8989 0.17 
0.2772 0.6482 0.5936 0.2577 0.6721 0.1724 0.6735 0.1346 0.6511 0.9849 0.3827 0.4252 0.4224 0.8815 0.3995 0.8261 0.0376 0.4704 0.0306 0.0429 0.4919 0.8187 0.5117 0.1288 0.4472 0.6138 0.8669 0.1696 0.6994 0.2849 0.3932 0.2343 0.1471 0.0613 0.3117 0.9578 0.4443 0.6628 0.9636 0.422 
0.883 0.2475 0.0071 0.2599 0.9061 0.1274 0.8658 0.9114 0.1114 0.0305 0.9316 0.2774 0.2966 0.9475 0.1401 0.621 0.344 0.3424 0.0461 0.2569 0.7594 0.1591 0.2658 0.228 0.0136 0.1635 0.1081 0.9858 0.5176 0.4077 0.4522 0.5886 0.6546 0.8899 0.9148 0.3423 0.611 0.0627 0.2122 0.8197 
0.3734 0.3291 0.1003 0.2046 0.8321 0.977 0.0348 0.9184 0.5418 0.4301 0.8969 0.8787 0.8672 0.2231 0.714 0.3968 0.3903 0.3593 0.0189 0.0502 0.1051 0.4655 0.5928 0.1503 0.7763 0.5409 0.6144 0.2382 0.2101 0.263 0.8738 0.3408 0.9381 0.2719 0.1451 0.2797 0.795 0.5292 0.0624 0.188 
0.2268 0.6011 0.3036 0.2468 0.8111 0.1097 0.4378 0.0255 0.061 0.0093 0.1312 0.001 0.1691 0.8462 0.2757 0.457 0.7625 0.3664 0.7541 0.2238 0.4862 0.1895 0.5249 0.1222 0.5537 0.26 0.3801 0.843 0.5311 0.3163 0.0748 0.1018 0.4225 0.2855 0.6239 0.4405 0.7204 0.8545 0.6611 0.21 
0.2268 0.8412 0.8036 0.2488 0.0741 0.5097 0.2377 0.3398 0.505 0.9798 0.9848 0.0841 0.67 0.2908 0.2309 0.8369 0.0955 0.5444 0.0551 0.395 0.0129 0.1338 0.5206 0.7956 0.1371 0.7606 0.835 0.8782 0.0913 0.0007 0 0.0967 0.4093 0.5443 0.6898 0.8076 0.9668 0.9368 0.7269 0.1008 
0.9332 0.3693 0.0333 0.8879 0.9829 0.1774 0.0649 0.7096 0.7713 0.9535 0.9854 0.0783 0.1775 0.4148 0.4387 0.497 0.758 0.5514 0.042 0.6443 0.8959 0.1171 0.9983 0.02 0.6594 0.1633 0.099 0.8375 0.9411 0.9007 0.8 0.9984 0.639 0.3449 0.6047 0.1316 0.8994 0.6198 0.7565 0.783 
0.3738 0.3291 0.2089 0.2046 0.8321 0.9774 0.5349 0.0184 0.5416 0.2304 0.8969 0.2577 0.5872 0.2636 0.8245 0.7062 0.3903 0.3393 0.0119 0.0502 0.1071 0.0658 0.5624 0.1563 0.3763 0.0409 0.1881 0.0156 0.5776 0.473 0.4525 0.5886 0.6987 0.8799 0.9148 0.0621 0.641 0.1627 0.6622 0.3197 
0.2707 0.6482 0.7436 0.3577 0.6729 0.7729 0.6135 0.6346 0.6911 0.9595 0.9208 0.005 0.107 0.8168 0.4303 0.2266 0.7399 0.5492 0.0529 0.4212 0.0657 0.7154 0.1525 0.1222 0.9321 0.2653 0.7594 0.484 0.9261 0.9888 0.0412 0.6542 0.559 0.5799 0.7456 0.9717 0.7484 0.1106 0.0784 0.164 
0.8687 0.0036 0.2327 0.7709 0.3556 0.2685 0.7642 0.2682 0.0993 0.1008 0.4878 0.006 0.0165 0.0166 0.1343 0.0864 0.8045 0.2507 0.0471 0.251 0.0999 0.5811 0.0548 0.8254 0.5742 0.5608 0.864 0.8281 0.0698 0.5206 0.3776 0.1155 0.6557 0.9532 0.1581 0.5297 0.7065 0.6932 0.8789 0.199 
